Game_ID,Platform,Sales_Rank,Region,Region_Sales
6993,PS3,6093,NA,0.12
6993,PS3,6093,EU,0.12
6993,PS3,6093,JP,0.0
6993,PS3,6093,Other,0.05
6994,GC,6094,Global,0.29
6994,GC,6094,NA,0.22
6994,GC,6094,EU,0.06
6994,GC,6094,JP,0.0
6994,GC,6094,Other,0.01
6995,PSP,6095,Global,0.29
6995,PSP,6095,NA,0.06
6995,PSP,6095,EU,0.0
6995,PSP,6095,JP,0.22
6995,PSP,6095,Other,0.01
6996,DS,6096,Global,0.29
6996,DS,6096,NA,0.26
6996,DS,6096,EU,0.0
6996,DS,6096,JP,0.0
6996,DS,6096,Other,0.02
6997,XB,6097,Global,0.29
6997,XB,6097,NA,0.21
6997,XB,6097,EU,0.06
6997,XB,6097,JP,0.0
6997,XB,6097,Other,0.01
6998,PS,6098,Global,0.29
6998,PS,6098,NA,0.16
6998,PS,6098,EU,0.11
6998,PS,6098,JP,0.0
6998,PS,6098,Other,0.02
6999,DS,6099,Global,0.29
6999,DS,6099,NA,0.26
6999,DS,6099,EU,0.0
6999,DS,6099,JP,0.0
6999,DS,6099,Other,0.02
7000,DS,6100,Global,0.29
7000,DS,6100,NA,0.0
7000,DS,6100,EU,0.0
7000,DS,6100,JP,0.29
7000,DS,6100,Other,0.0
7001,DS,6101,Global,0.29
7001,DS,6101,NA,0.26
7001,DS,6101,EU,0.0
7001,DS,6101,JP,0.0
7001,DS,6101,Other,0.02
7002,GBA,6102,Global,0.29
7002,GBA,6102,NA,0.2
7002,GBA,6102,EU,0.08
7002,GBA,6102,JP,0.0
7002,GBA,6102,Other,0.01
7003,GBA,6103,Global,0.29
7003,GBA,6103,NA,0.08
7003,GBA,6103,EU,0.03
7003,GBA,6103,JP,0.17
7003,GBA,6103,Other,0.01
7004,PS3,6104,Global,0.29
7004,PS3,6104,NA,0.14
7004,PS3,6104,EU,0.1
7004,PS3,6104,JP,0.0
7004,PS3,6104,Other,0.05
7005,X360,6105,Global,0.29
7005,X360,6105,NA,0.07
7005,X360,6105,EU,0.18
7005,X360,6105,JP,0.0
7005,X360,6105,Other,0.03
7006,DS,6106,Global,0.28
7006,DS,6106,NA,0.26
7006,DS,6106,EU,0.0
7006,DS,6106,JP,0.0
7006,DS,6106,Other,0.02
7007,X360,6107,Global,0.28
7007,X360,6107,NA,0.03
7007,X360,6107,EU,0.21
7007,X360,6107,JP,0.0
7007,X360,6107,Other,0.04
7008,Wii,6108,Global,0.28
7008,Wii,6108,NA,0.11
7008,Wii,6108,EU,0.14
7008,Wii,6108,JP,0.0
7008,Wii,6108,Other,0.03
7009,PS2,6109,Global,0.28
7009,PS2,6109,NA,0.14
7009,PS2,6109,EU,0.11
7009,PS2,6109,JP,0.0
7009,PS2,6109,Other,0.04
7010,PS2,6110,Global,0.28
7010,PS2,6110,NA,0.14
7010,PS2,6110,EU,0.11
7010,PS2,6110,JP,0.0
7010,PS2,6110,Other,0.04
7011,X360,6111,Global,0.28
7011,X360,6111,NA,0.15
7011,X360,6111,EU,0.06
7011,X360,6111,JP,0.05
7011,X360,6111,Other,0.02
7012,PS,6112,Global,0.28
7012,PS,6112,NA,0.16
7012,PS,6112,EU,0.11
7012,PS,6112,JP,0.0
7012,PS,6112,Other,0.02
7013,PS3,6113,Global,0.28
7013,PS3,6113,NA,0.0
7013,PS3,6113,EU,0.0
7013,PS3,6113,JP,0.28
7013,PS3,6113,Other,0.0
7014,GBA,6114,Global,0.28
7014,GBA,6114,NA,0.2
7014,GBA,6114,EU,0.08
7014,GBA,6114,JP,0.0
7014,GBA,6114,Other,0.01
7015,GBA,6115,Global,0.28
7015,GBA,6115,NA,0.2
7015,GBA,6115,EU,0.08
7015,GBA,6115,JP,0.0
7015,GBA,6115,Other,0.01
7016,DS,6116,Global,0.28
7016,DS,6116,NA,0.26
7016,DS,6116,EU,0.0
7016,DS,6116,JP,0.0
7016,DS,6116,Other,0.02
7017,SNES,6117,Global,0.28
7017,SNES,6117,NA,0.0
7017,SNES,6117,EU,0.0
7017,SNES,6117,JP,0.28
7017,SNES,6117,Other,0.0
7018,DS,6118,Global,0.28
7018,DS,6118,NA,0.26
7018,DS,6118,EU,0.01
7018,DS,6118,JP,0.0
7018,DS,6118,Other,0.02
7019,SNES,6119,Global,0.28
7019,SNES,6119,NA,0.0
7019,SNES,6119,EU,0.0
7019,SNES,6119,JP,0.28
7019,SNES,6119,Other,0.0
7020,XOne,6120,Global,0.28
7020,XOne,6120,NA,0.15
7020,XOne,6120,EU,0.11
7020,XOne,6120,JP,0.0
7020,XOne,6120,Other,0.02
7021,PS,6121,Global,0.28
7021,PS,6121,NA,0.16
7021,PS,6121,EU,0.11
7021,PS,6121,JP,0.0
7021,PS,6121,Other,0.02
7022,XB,6122,Global,0.28
7022,XB,6122,NA,0.21
7022,XB,6122,EU,0.06
7022,XB,6122,JP,0.0
7022,XB,6122,Other,0.01
7023,X360,6123,Global,0.28
7023,X360,6123,NA,0.16
7023,X360,6123,EU,0.1
7023,X360,6123,JP,0.0
7023,X360,6123,Other,0.03
7024,PS2,6124,Global,0.28
7024,PS2,6124,NA,0.09
7024,PS2,6124,EU,0.07
7024,PS2,6124,JP,0.1
7024,PS2,6124,Other,0.02
7025,Wii,6125,Global,0.28
7025,Wii,6125,NA,0.24
7025,Wii,6125,EU,0.02
7025,Wii,6125,JP,0.0
7025,Wii,6125,Other,0.02
7026,PS4,6126,Global,0.28
7026,PS4,6126,NA,0.1
7026,PS4,6126,EU,0.08
7026,PS4,6126,JP,0.07
7026,PS4,6126,Other,0.04
7027,XB,6128,Global,0.28
7027,XB,6128,NA,0.21
7027,XB,6128,EU,0.06
7027,XB,6128,JP,0.0
7027,XB,6128,Other,0.01
7028,GBA,6129,Global,0.28
7028,GBA,6129,NA,0.2
7028,GBA,6129,EU,0.08
7028,GBA,6129,JP,0.0
7028,GBA,6129,Other,0.01
7029,GBA,6130,Global,0.28
7029,GBA,6130,NA,0.2
7029,GBA,6130,EU,0.08
7029,GBA,6130,JP,0.0
7029,GBA,6130,Other,0.01
7030,PS2,6131,Global,0.28
7030,PS2,6131,NA,0.14
7030,PS2,6131,EU,0.11
7030,PS2,6131,JP,0.0
7030,PS2,6131,Other,0.04
7031,PS3,6132,Global,0.28
7031,PS3,6132,NA,0.18
7031,PS3,6132,EU,0.07
7031,PS3,6132,JP,0.0
7031,PS3,6132,Other,0.04
7032,PS2,6133,Global,0.28
7032,PS2,6133,NA,0.0
7032,PS2,6133,EU,0.0
7032,PS2,6133,JP,0.28
7032,PS2,6133,Other,0.0
7033,GC,6134,Global,0.28
7033,GC,6134,NA,0.22
7033,GC,6134,EU,0.06
7033,GC,6134,JP,0.0
7033,GC,6134,Other,0.01
7034,WS,6135,Global,0.28
7034,WS,6135,NA,0.0
7034,WS,6135,EU,0.0
7034,WS,6135,JP,0.28
7034,WS,6135,Other,0.0
7035,GBA,6136,Global,0.28
7035,GBA,6136,NA,0.2
7035,GBA,6136,EU,0.08
7035,GBA,6136,JP,0.0
7035,GBA,6136,Other,0.01
7036,PS3,6137,Global,0.28
7036,PS3,6137,NA,0.0
7036,PS3,6137,EU,0.17
7036,PS3,6137,JP,0.09
7036,PS3,6137,Other,0.02
7037,PS4,6138,Global,0.28
7037,PS4,6138,NA,0.01
7037,PS4,6138,EU,0.16
7037,PS4,6138,JP,0.09
7037,PS4,6138,Other,0.03
7038,X360,6139,Global,0.28
7038,X360,6139,NA,0.24
7038,X360,6139,EU,0.0
7038,X360,6139,JP,0.01
7038,X360,6139,Other,0.02
7039,XB,6140,Global,0.28
7039,XB,6140,NA,0.21
7039,XB,6140,EU,0.06
7039,XB,6140,JP,0.0
7039,XB,6140,Other,0.01
7040,SAT,6141,Global,0.28
7040,SAT,6141,NA,0.0
7040,SAT,6141,EU,0.0
7040,SAT,6141,JP,0.28
7040,SAT,6141,Other,0.0
7041,PSP,6142,Global,0.28
7041,PSP,6142,NA,0.25
7041,PSP,6142,EU,0.01
7041,PSP,6142,JP,0.0
7041,PSP,6142,Other,0.02
7042,DS,6143,Global,0.28
7042,DS,6143,NA,0.15
7042,DS,6143,EU,0.11
7042,DS,6143,JP,0.0
7042,DS,6143,Other,0.03
7043,GBA,6144,Global,0.28
7043,GBA,6144,NA,0.2
7043,GBA,6144,EU,0.08
7043,GBA,6144,JP,0.0
7043,GBA,6144,Other,0.01
7044,Wii,6145,Global,0.28
7044,Wii,6145,NA,0.24
7044,Wii,6145,EU,0.02
7044,Wii,6145,JP,0.0
7044,Wii,6145,Other,0.02
7045,GBA,6146,Global,0.28
7045,GBA,6146,NA,0.0
7045,GBA,6146,EU,0.0
7045,GBA,6146,JP,0.28
7045,GBA,6146,Other,0.01
7046,2600,6147,Global,0.28
7046,2600,6147,NA,0.26
7046,2600,6147,EU,0.02
7046,2600,6147,JP,0.0
7046,2600,6147,Other,0.0
7047,PS2,6148,Global,0.28
7047,PS2,6148,NA,0.14
7047,PS2,6148,EU,0.11
7047,PS2,6148,JP,0.0
7047,PS2,6148,Other,0.04
7048,N64,6149,Global,0.28
7048,N64,6149,NA,0.27
7048,N64,6149,EU,0.01
7048,N64,6149,JP,0.0
7048,N64,6149,Other,0.0
7049,DS,6150,Global,0.28
7049,DS,6150,NA,0.16
7049,DS,6150,EU,0.1
7049,DS,6150,JP,0.0
7049,DS,6150,Other,0.03
7050,WiiU,6151,Global,0.28
7050,WiiU,6151,NA,0.14
7050,WiiU,6151,EU,0.12
7050,WiiU,6151,JP,0.0
7050,WiiU,6151,Other,0.02
7051,PS,6152,Global,0.28
7051,PS,6152,NA,0.16
7051,PS,6152,EU,0.11
7051,PS,6152,JP,0.0
7051,PS,6152,Other,0.02
7052,PS3,6153,Global,0.28
7052,PS3,6153,NA,0.1
7052,PS3,6153,EU,0.12
7052,PS3,6153,JP,0.02
7052,PS3,6153,Other,0.05
7053,PS2,6154,Global,0.28
7053,PS2,6154,NA,0.14
7053,PS2,6154,EU,0.11
7053,PS2,6154,JP,0.0
7053,PS2,6154,Other,0.04
7054,XB,6156,Global,0.28
7054,XB,6156,NA,0.21
7054,XB,6156,EU,0.06
7054,XB,6156,JP,0.0
7054,XB,6156,Other,0.01
7055,GB,6157,Global,0.28
7055,GB,6157,NA,0.0
7055,GB,6157,EU,0.0
7055,GB,6157,JP,0.28
7055,GB,6157,Other,0.0
7056,DS,6158,Global,0.28
7056,DS,6158,NA,0.13
7056,DS,6158,EU,0.02
7056,DS,6158,JP,0.12
7056,DS,6158,Other,0.01
7057,XOne,6159,Global,0.28
7057,XOne,6159,NA,0.19
7057,XOne,6159,EU,0.06
7057,XOne,6159,JP,0.0
7057,XOne,6159,Other,0.03
7058,GBA,6160,Global,0.28
7058,GBA,6160,NA,0.2
7058,GBA,6160,EU,0.07
7058,GBA,6160,JP,0.0
7058,GBA,6160,Other,0.01
7059,PSV,6161,Global,0.28
7059,PSV,6161,NA,0.16
7059,PSV,6161,EU,0.06
7059,PSV,6161,JP,0.0
7059,PSV,6161,Other,0.05
7060,PSP,6162,Global,0.28
7060,PSP,6162,NA,0.0
7060,PSP,6162,EU,0.0
7060,PSP,6162,JP,0.28
7060,PSP,6162,Other,0.0
7061,NES,6163,Global,0.28
7061,NES,6163,NA,0.0
7061,NES,6163,EU,0.0
7061,NES,6163,JP,0.28
7061,NES,6163,Other,0.0
7062,PS2,6164,Global,0.28
7062,PS2,6164,NA,0.0
7062,PS2,6164,EU,0.0
7062,PS2,6164,JP,0.28
7062,PS2,6164,Other,0.0
7063,PS2,6165,Global,0.28
7063,PS2,6165,NA,0.14
7063,PS2,6165,EU,0.11
7063,PS2,6165,JP,0.0
7063,PS2,6165,Other,0.04
7064,GB,6166,Global,0.28
7064,GB,6166,NA,0.0
7064,GB,6166,EU,0.0
7064,GB,6166,JP,0.28
7064,GB,6166,Other,0.0
7065,SNES,6167,Global,0.28
7065,SNES,6167,NA,0.0
7065,SNES,6167,EU,0.0
7065,SNES,6167,JP,0.28
7065,SNES,6167,Other,0.0
7066,PS2,6168,Global,0.28
7066,PS2,6168,NA,0.12
7066,PS2,6168,EU,0.02
7066,PS2,6168,JP,0.0
7066,PS2,6168,Other,0.14
7067,GBA,6169,Global,0.28
7067,GBA,6169,NA,0.2
7067,GBA,6169,EU,0.07
7067,GBA,6169,JP,0.0
7067,GBA,6169,Other,0.01
7068,DS,6170,Global,0.28
7068,DS,6170,NA,0.26
7068,DS,6170,EU,0.0
7068,DS,6170,JP,0.0
7068,DS,6170,Other,0.02
7069,PS2,6171,Global,0.28
7069,PS2,6171,NA,0.0
7069,PS2,6171,EU,0.23
7069,PS2,6171,JP,0.0
7069,PS2,6171,Other,0.05
7070,PS2,6172,Global,0.28
7070,PS2,6172,NA,0.14
7070,PS2,6172,EU,0.11
7070,PS2,6172,JP,0.0
7070,PS2,6172,Other,0.04
7071,Wii,6173,Global,0.28
7071,Wii,6173,NA,0.27
7071,Wii,6173,EU,0.0
7071,Wii,6173,JP,0.0
7071,Wii,6173,Other,0.02
7072,PS3,6174,Global,0.28
7072,PS3,6174,NA,0.11
7072,PS3,6174,EU,0.11
7072,PS3,6174,JP,0.01
7072,PS3,6174,Other,0.05
7073,PS2,6175,Global,0.28
7073,PS2,6175,NA,0.14
7073,PS2,6175,EU,0.11
7073,PS2,6175,JP,0.0
7073,PS2,6175,Other,0.04
7074,XB,6176,Global,0.28
7074,XB,6176,NA,0.21
7074,XB,6176,EU,0.06
7074,XB,6176,JP,0.0
7074,XB,6176,Other,0.01
7075,PS3,6177,Global,0.28
7075,PS3,6177,NA,0.09
7075,PS3,6177,EU,0.14
7075,PS3,6177,JP,0.0
7075,PS3,6177,Other,0.05
7076,PS2,6178,Global,0.28
7076,PS2,6178,NA,0.14
7076,PS2,6178,EU,0.11
7076,PS2,6178,JP,0.0
7076,PS2,6178,Other,0.04
7077,DS,6179,Global,0.28
7077,DS,6179,NA,0.27
7077,DS,6179,EU,0.0
7077,DS,6179,JP,0.0
7077,DS,6179,Other,0.02
7078,PSP,6180,Global,0.28
7078,PSP,6180,NA,0.26
7078,PSP,6180,EU,0.0
7078,PSP,6180,JP,0.0
7078,PSP,6180,Other,0.02
7079,GBA,6181,Global,0.28
7079,GBA,6181,NA,0.2
7079,GBA,6181,EU,0.07
7079,GBA,6181,JP,0.0
7079,GBA,6181,Other,0.01
7080,PS2,6182,Global,0.28
7080,PS2,6182,NA,0.12
7080,PS2,6182,EU,0.1
7080,PS2,6182,JP,0.03
7080,PS2,6182,Other,0.03
7081,WiiU,6183,Global,0.28
7081,WiiU,6183,NA,0.13
7081,WiiU,6183,EU,0.12
7081,WiiU,6183,JP,0.0
7081,WiiU,6183,Other,0.02
7082,DS,6184,Global,0.28
7082,DS,6184,NA,0.26
7082,DS,6184,EU,0.0
7082,DS,6184,JP,0.0
7082,DS,6184,Other,0.02
7083,DS,6185,Global,0.28
7083,DS,6185,NA,0.16
7083,DS,6185,EU,0.1
7083,DS,6185,JP,0.0
7083,DS,6185,Other,0.03
7084,DS,6186,Global,0.28
7084,DS,6186,NA,0.18
7084,DS,6186,EU,0.08
7084,DS,6186,JP,0.0
7084,DS,6186,Other,0.02
7085,PS2,6187,Global,0.28
7085,PS2,6187,NA,0.14
7085,PS2,6187,EU,0.11
7085,PS2,6187,JP,0.0
7085,PS2,6187,Other,0.04
7086,X360,6188,Global,0.28
7086,X360,6188,NA,0.2
7086,X360,6188,EU,0.03
7086,X360,6188,JP,0.03
7086,X360,6188,Other,0.02
7087,GBA,6189,Global,0.28
7087,GBA,6189,NA,0.2
7087,GBA,6189,EU,0.07
7087,GBA,6189,JP,0.0
7087,GBA,6189,Other,0.01
7088,PS,6190,Global,0.28
7088,PS,6190,NA,0.09
7088,PS,6190,EU,0.06
7088,PS,6190,JP,0.1
7088,PS,6190,Other,0.02
7089,PS2,6191,Global,0.28
7089,PS2,6191,NA,0.14
7089,PS2,6191,EU,0.11
7089,PS2,6191,JP,0.0
7089,PS2,6191,Other,0.04
7090,X360,6192,Global,0.28
7090,X360,6192,NA,0.12
7090,X360,6192,EU,0.12
7090,X360,6192,JP,0.01
7090,X360,6192,Other,0.03
7091,PS2,6193,Global,0.28
7091,PS2,6193,NA,0.14
7091,PS2,6193,EU,0.11
7091,PS2,6193,JP,0.0
7091,PS2,6193,Other,0.04
7092,SNES,6194,Global,0.28
7092,SNES,6194,NA,0.03
7092,SNES,6194,EU,0.01
7092,SNES,6194,JP,0.23
7092,SNES,6194,Other,0.01
7093,XB,6195,Global,0.28
7093,XB,6195,NA,0.21
7093,XB,6195,EU,0.06
7093,XB,6195,JP,0.0
7093,XB,6195,Other,0.01
7094,PS3,6196,Global,0.28
7094,PS3,6196,NA,0.11
7094,PS3,6196,EU,0.09
7094,PS3,6196,JP,0.04
7094,PS3,6196,Other,0.04
7095,PS,6198,Global,0.28
7095,PS,6198,NA,0.16
7095,PS,6198,EU,0.11
7095,PS,6198,JP,0.0
7095,PS,6198,Other,0.02
7096,GBA,6199,Global,0.28
7096,GBA,6199,NA,0.2
7096,GBA,6199,EU,0.07
7096,GBA,6199,JP,0.0
7096,GBA,6199,Other,0.01
7097,SNES,6200,Global,0.28
7097,SNES,6200,NA,0.0
7097,SNES,6200,EU,0.0
7097,SNES,6200,JP,0.28
7097,SNES,6200,Other,0.0
7098,PS3,6201,Global,0.28
7098,PS3,6201,NA,0.12
7098,PS3,6201,EU,0.11
7098,PS3,6201,JP,0.0
7098,PS3,6201,Other,0.05
7099,GC,6202,Global,0.28
7099,GC,6202,NA,0.22
7099,GC,6202,EU,0.06
7099,GC,6202,JP,0.0
7099,GC,6202,Other,0.01
7100,XB,6203,Global,0.28
7100,XB,6203,NA,0.21
7100,XB,6203,EU,0.06
7100,XB,6203,JP,0.0
7100,XB,6203,Other,0.01
7101,X360,6204,Global,0.28
7101,X360,6204,NA,0.24
7101,X360,6204,EU,0.02
7101,X360,6204,JP,0.0
7101,X360,6204,Other,0.02
7102,PS4,6205,Global,0.28
7102,PS4,6205,NA,0.0
7102,PS4,6205,EU,0.0
7102,PS4,6205,JP,0.28
7102,PS4,6205,Other,0.0
7103,3DS,6206,Global,0.28
7103,3DS,6206,NA,0.13
7103,3DS,6206,EU,0.13
7103,3DS,6206,JP,0.0
7103,3DS,6206,Other,0.03
7104,PS4,6207,Global,0.28
7104,PS4,6207,NA,0.0
7104,PS4,6207,EU,0.21
7104,PS4,6207,JP,0.03
7104,PS4,6207,Other,0.03
7105,PS2,6208,Global,0.28
7105,PS2,6208,NA,0.14
7105,PS2,6208,EU,0.11
7105,PS2,6208,JP,0.0
7105,PS2,6208,Other,0.04
7106,PC,6209,Global,0.28
7106,PC,6209,NA,0.01
7106,PC,6209,EU,0.22
7106,PC,6209,JP,0.0
7106,PC,6209,Other,0.05
7107,PS2,6210,Global,0.28
7107,PS2,6210,NA,0.14
7107,PS2,6210,EU,0.11
7107,PS2,6210,JP,0.0
7107,PS2,6210,Other,0.04
7108,PS2,6211,Global,0.28
7108,PS2,6211,NA,0.14
7108,PS2,6211,EU,0.11
7108,PS2,6211,JP,0.0
7108,PS2,6211,Other,0.04
7109,PSV,6212,Global,0.28
7109,PSV,6212,NA,0.1
7109,PSV,6212,EU,0.03
7109,PSV,6212,JP,0.12
7109,PSV,6212,Other,0.04
7110,DS,6214,Global,0.28
7110,DS,6214,NA,0.25
7110,DS,6214,EU,0.01
7110,DS,6214,JP,0.0
7110,DS,6214,Other,0.02
7111,PS2,6215,Global,0.28
7111,PS2,6215,NA,0.14
7111,PS2,6215,EU,0.11
7111,PS2,6215,JP,0.0
7111,PS2,6215,Other,0.04
7112,DS,6216,Global,0.28
7112,DS,6216,NA,0.26
7112,DS,6216,EU,0.01
7112,DS,6216,JP,0.0
7112,DS,6216,Other,0.02
7113,PSP,6217,Global,0.28
7113,PSP,6217,NA,0.23
7113,PSP,6217,EU,0.02
7113,PSP,6217,JP,0.0
7113,PSP,6217,Other,0.03
7114,PS2,6218,Global,0.28
7114,PS2,6218,NA,0.05
7114,PS2,6218,EU,0.04
7114,PS2,6218,JP,0.17
7114,PS2,6218,Other,0.01
7115,SAT,6219,Global,0.28
7115,SAT,6219,NA,0.0
7115,SAT,6219,EU,0.0
7115,SAT,6219,JP,0.28
7115,SAT,6219,Other,0.0
7116,PSP,6220,Global,0.28
7116,PSP,6220,NA,0.05
7116,PSP,6220,EU,0.04
7116,PSP,6220,JP,0.17
7116,PSP,6220,Other,0.02
7117,DS,6221,Global,0.28
7117,DS,6221,NA,0.26
7117,DS,6221,EU,0.0
7117,DS,6221,JP,0.0
7117,DS,6221,Other,0.02
7118,PS,6222,Global,0.28
7118,PS,6222,NA,0.15
7118,PS,6222,EU,0.11
7118,PS,6222,JP,0.0
7118,PS,6222,Other,0.02
7119,PS3,6223,Global,0.28
7119,PS3,6223,NA,0.14
7119,PS3,6223,EU,0.09
7119,PS3,6223,JP,0.0
7119,PS3,6223,Other,0.04
7120,PS2,6224,Global,0.28
7120,PS2,6224,NA,0.0
7120,PS2,6224,EU,0.0
7120,PS2,6224,JP,0.28
7120,PS2,6224,Other,0.0
7121,XB,6225,Global,0.28
7121,XB,6225,NA,0.21
7121,XB,6225,EU,0.06
7121,XB,6225,JP,0.0
7121,XB,6225,Other,0.01
7122,Wii,6226,Global,0.28
7122,Wii,6226,NA,0.15
7122,Wii,6226,EU,0.1
7122,Wii,6226,JP,0.0
7122,Wii,6226,Other,0.03
7123,PS2,6227,Global,0.28
7123,PS2,6227,NA,0.11
7123,PS2,6227,EU,0.01
7123,PS2,6227,JP,0.0
7123,PS2,6227,Other,0.16
7124,SNES,6228,Global,0.28
7124,SNES,6228,NA,0.0
7124,SNES,6228,EU,0.0
7124,SNES,6228,JP,0.28
7124,SNES,6228,Other,0.0
7125,WiiU,6229,Global,0.28
7125,WiiU,6229,NA,0.14
7125,WiiU,6229,EU,0.11
7125,WiiU,6229,JP,0.0
7125,WiiU,6229,Other,0.02
7126,DS,6230,Global,0.28
7126,DS,6230,NA,0.26
7126,DS,6230,EU,0.0
7126,DS,6230,JP,0.0
7126,DS,6230,Other,0.02
7127,SAT,6231,Global,0.28
7127,SAT,6231,NA,0.0
7127,SAT,6231,EU,0.0
7127,SAT,6231,JP,0.28
7127,SAT,6231,Other,0.0
7128,PS2,6232,Global,0.28
7128,PS2,6232,NA,0.14
7128,PS2,6232,EU,0.11
7128,PS2,6232,JP,0.0
7128,PS2,6232,Other,0.04
7129,GC,6233,Global,0.28
7129,GC,6233,NA,0.0
7129,GC,6233,EU,0.0
7129,GC,6233,JP,0.27
7129,GC,6233,Other,0.01
7130,DS,6234,Global,0.28
7130,DS,6234,NA,0.0
7130,DS,6234,EU,0.0
7130,DS,6234,JP,0.28
7130,DS,6234,Other,0.0
7131,PS,6235,Global,0.28
7131,PS,6235,NA,0.0
7131,PS,6235,EU,0.0
7131,PS,6235,JP,0.26
7131,PS,6235,Other,0.02
7132,X360,6236,Global,0.28
7132,X360,6236,NA,0.24
7132,X360,6236,EU,0.01
7132,X360,6236,JP,0.0
7132,X360,6236,Other,0.02
7133,PC,6237,Global,0.28
7133,PC,6237,NA,0.09
7133,PC,6237,EU,0.16
7133,PC,6237,JP,0.0
7133,PC,6237,Other,0.03
7134,GC,6238,Global,0.28
7134,GC,6238,NA,0.21
7134,GC,6238,EU,0.06
7134,GC,6238,JP,0.0
7134,GC,6238,Other,0.01
7135,Wii,6239,Global,0.28
7135,Wii,6239,NA,0.25
7135,Wii,6239,EU,0.0
7135,Wii,6239,JP,0.0
7135,Wii,6239,Other,0.02
7136,DS,6240,Global,0.28
7136,DS,6240,NA,0.25
7136,DS,6240,EU,0.0
7136,DS,6240,JP,0.0
7136,DS,6240,Other,0.02
7137,PS3,6241,Global,0.28
7137,PS3,6241,NA,0.11
7137,PS3,6241,EU,0.1
7137,PS3,6241,JP,0.02
7137,PS3,6241,Other,0.04
7138,PS,6242,Global,0.28
7138,PS,6242,NA,0.15
7138,PS,6242,EU,0.1
7138,PS,6242,JP,0.0
7138,PS,6242,Other,0.02
7139,PS2,6243,Global,0.28
7139,PS2,6243,NA,0.14
7139,PS2,6243,EU,0.11
7139,PS2,6243,JP,0.0
7139,PS2,6243,Other,0.04
7140,XB,6244,Global,0.28
7140,XB,6244,NA,0.21
7140,XB,6244,EU,0.06
7140,XB,6244,JP,0.0
7140,XB,6244,Other,0.01
7141,PS2,6245,Global,0.28
7141,PS2,6245,NA,0.14
7141,PS2,6245,EU,0.11
7141,PS2,6245,JP,0.0
7141,PS2,6245,Other,0.04
7142,PS2,6246,Global,0.28
7142,PS2,6246,NA,0.14
7142,PS2,6246,EU,0.11
7142,PS2,6246,JP,0.0
7142,PS2,6246,Other,0.04
7143,Wii,6247,Global,0.28
7143,Wii,6247,NA,0.0
7143,Wii,6247,EU,0.07
7143,Wii,6247,JP,0.19
7143,Wii,6247,Other,0.01
7144,Wii,6248,Global,0.28
7144,Wii,6248,NA,0.22
7144,Wii,6248,EU,0.04
7144,Wii,6248,JP,0.0
7144,Wii,6248,Other,0.02
7145,X360,6249,Global,0.28
7145,X360,6249,NA,0.17
7145,X360,6249,EU,0.09
7145,X360,6249,JP,0.0
7145,X360,6249,Other,0.02
7146,GBA,6250,Global,0.28
7146,GBA,6250,NA,0.0
7146,GBA,6250,EU,0.0
7146,GBA,6250,JP,0.27
7146,GBA,6250,Other,0.01
7147,PS2,6251,Global,0.28
7147,PS2,6251,NA,0.14
7147,PS2,6251,EU,0.11
7147,PS2,6251,JP,0.0
7147,PS2,6251,Other,0.04
7148,GBA,6252,Global,0.28
7148,GBA,6252,NA,0.2
7148,GBA,6252,EU,0.07
7148,GBA,6252,JP,0.0
7148,GBA,6252,Other,0.0
7149,PSP,6253,Global,0.28
7149,PSP,6253,NA,0.22
7149,PSP,6253,EU,0.03
7149,PSP,6253,JP,0.0
7149,PSP,6253,Other,0.03
7150,PC,6254,Global,0.28
7150,PC,6254,NA,0.04
7150,PC,6254,EU,0.19
7150,PC,6254,JP,0.0
7150,PC,6254,Other,0.05
7151,SAT,6255,Global,0.28
7151,SAT,6255,NA,0.0
7151,SAT,6255,EU,0.0
7151,SAT,6255,JP,0.28
7151,SAT,6255,Other,0.0
7152,PS,6256,Global,0.28
7152,PS,6256,NA,0.06
7152,PS,6256,EU,0.04
7152,PS,6256,JP,0.15
7152,PS,6256,Other,0.02
7153,GB,6257,Global,0.28
7153,GB,6257,NA,0.0
7153,GB,6257,EU,0.0
7153,GB,6257,JP,0.28
7153,GB,6257,Other,0.0
7154,3DS,6258,Global,0.28
7154,3DS,6258,NA,0.0
7154,3DS,6258,EU,0.0
7154,3DS,6258,JP,0.28
7154,3DS,6258,Other,0.0
7155,Wii,6259,Global,0.28
7155,Wii,6259,NA,0.26
7155,Wii,6259,EU,0.0
7155,Wii,6259,JP,0.0
7155,Wii,6259,Other,0.02
7156,PSP,6260,Global,0.28
7156,PSP,6260,NA,0.0
7156,PSP,6260,EU,0.07
7156,PSP,6260,JP,0.18
7156,PSP,6260,Other,0.03
7157,PS4,6261,Global,0.28
7157,PS4,6261,NA,0.13
7157,PS4,6261,EU,0.1
7157,PS4,6261,JP,0.0
7157,PS4,6261,Other,0.05
7158,SNES,6262,Global,0.28
7158,SNES,6262,NA,0.0
7158,SNES,6262,EU,0.0
7158,SNES,6262,JP,0.28
7158,SNES,6262,Other,0.0
7159,PSP,6263,Global,0.27
7159,PSP,6263,NA,0.06
7159,PSP,6263,EU,0.0
7159,PSP,6263,JP,0.2
7159,PSP,6263,Other,0.01
7160,PS2,6264,Global,0.27
7160,PS2,6264,NA,0.13
7160,PS2,6264,EU,0.11
7160,PS2,6264,JP,0.0
7160,PS2,6264,Other,0.04
7161,DS,6265,Global,0.27
